 -5.0634473458657581e-001	 -2.6018894993107122e-001	  7.5898569854030901e-002	  4.5029907552156201e-001	  6.8309633037176562e-002	  3.6240983177489716e-001	 -5.3318295425726392e-001	 -2.1701547162695406e-001	  5.8503896883453288e-028	  3.8424940293796659e-030	 -2.2391821411724586e-030	  5.5553890103783459e-031	 -1.0261892923493015e-030	  0.0000000000000000e+000	 -8.9836817700128438e-031	  0.0000000000000000e+000	 -1.6031944961979609e-030	  2.0605936775056770e-031	  1.1093357046584504e-030	  2.2831900575988063e-030	 -1.3703873591405661e-031	
 -4.3238791638492013e-001	 -2.4656259756269322e-001	 -5.6945654246613797e-002	  3.1800012624404167e-001	  3.5834509613252458e-001	 -1.1357504142489824e-001	  6.9146019812122472e-001	  1.6868012294252271e-001	 -4.3039757950792641e-028	 -2.1358662989037372e-030	  2.5574931314668249e-030	  9.1812719941837435e-031	  7.5389570453632979e-031	  0.0000000000000000e+000	 -9.6635690107223225e-031	  0.0000000000000000e+000	  9.1574120002183402e-031	 -1.2189504812423738e-031	 -1.4608232572545378e-030	 -2.6262642030760004e-030	  1.3319283080390652e-031	
  3.3287992925684545e-001	 -6.4304894525024225e-001	 -5.1596046444450394e-001	 -7.8507046996276003e-002	 -1.5049788457761887e-001	  4.0760850218656985e-001	  1.1998177258198796e-001	 -1.0512818062334436e-002	  3.8136494386778289e-029	 -3.8290846955230055e-032	  1.2063382383189434e-031	 -3.0080769658784783e-031	  3.2724550179403683e-031	  0.0000000000000000e+000	 -1.4848048105459015e-030	  0.0000000000000000e+000	 -1.3134854577167833e-031	  4.0589503241237305e-032	 -5.3094723163706826e-031	  2.0680438426038616e-031	  1.1220216692444738e-032	
  1.2447977179917938e-001	  5.0221399838520431e-001	 -5.5960507874560605e-001	  6.0665879221898300e-001	 -2.1957031090626067e-001	  2.7299848888480485e-003	  5.0480343454194901e-002	 -1.8064124116045920e-002	  4.7257698603396238e-029	  7.3513750317755596e-031	 -1.9054154022575887e-031	 -1.9057549681792039e-031	  5.1101616885060815e-032	  0.0000000000000000e+000	  4.7819566434834970e-031	  0.0000000000000000e+000	  1.5680354911340158e-031	 -6.9126246275647109e-033	  9.0494964813483452e-032	  1.8698835830601143e-031	 -8.1118337375708396e-034	
 -3.8039176512708511e-001	 -3.8880219956260106e-002	 -3.1223390916570581e-001	 -2.0773513027293708e-001	 -2.1132634533144523e-001	 -1.6160925777106261e-001	 -2.8195765173867371e-001	  7.5024665366450960e-001	 -2.0673825654546785e-027	 -2.4105559904633508e-029	  5.6706256486837365e-030	 -3.1544573346266933e-030	  1.1073554962480454e-030	  0.0000000000000000e+000	 -3.8333097117857929e-030	  0.0000000000000000e+000	  4.8698810679066100e-031	 -1.7702993357419585e-031	 -2.8802798282689449e-030	 -6.2100985690558003e-030	  2.7243492345973071e-031	
 -4.0730186268852919e-001	 -5.9256354908864078e-002	 -3.9044990653101092e-001	 -3.2037525982124848e-001	 -2.0674501809399673e-001	 -4.1578590318109099e-001	  2.4430484193387864e-002	 -5.9940317991234915e-001	  1.6121851712388666e-027	  1.9194556547818413e-029	 -5.4088067812302466e-030	  7.1410266764246038e-031	 -4.7858064993844829e-031	  0.0000000000000000e+000	  7.0527241199229557e-030	  0.0000000000000000e+000	  8.6727631784927645e-031	 -6.1632825024301275e-032	  3.2657139740402754e-030	  6.2852376715982445e-030	 -2.3785965595070305e-031	
  3.4476051230809662e-001	 -3.8468924437814456e-001	 -3.0632483382722939e-002	  3.3160392937061928e-001	  2.2641279115292251e-001	 -6.8638684313560050e-001	 -3.1442159335911546e-001	  3.1690228822243718e-002	 -1.1855100291274518e-028	 -1.3421024141717306e-030	 -2.3588656270459951e-031	 -2.2011166657209919e-031	 -2.4412858678723349e-031	  0.0000000000000000e+000	  2.7282477382699579e-030	  0.0000000000000000e+000	  4.2974667247454495e-031	 -1.4273777211924593e-031	  9.4884745281249841e-031	  3.1407368642444594e-031	 -2.1607913231111936e-032	
  2.9982085627123206e-002	  2.2971492727779041e-001	 -4.0092899863655079e-001	 -2.5720236830062110e-001	  8.1080008182214625e-001	  1.3958979910747998e-001	 -2.0419827759824141e-001	 -2.9257225574171104e-002	  7.7382324421523627e-029	  1.5532574729749064e-031	 -6.1648045672059898e-031	 -6.4007899534932636e-031	  2.2376701390286766e-032	  0.0000000000000000e+000	 -5.4942043717931089e-031	  0.0000000000000000e+000	 -3.1232934664205793e-031	  6.7650122030811569e-032	  1.0950747492494276e-031	  4.5946673961186850e-031	 -2.1846865870860783e-032	
  4.9303806576313238e-032	  7.8886090522101181e-031	  4.7454913829701491e-031	 -2.1200636827814692e-030	  2.7240353133413064e-030	  2.5021681837478968e-030	  3.7199722061828338e-029	 -1.2845737024909092e-027	 -4.9422691358668791e-001	 -8.6933293845716919e-001	  8.2756407259953947e-017	  2.6953483146361291e-017	  8.5280132156359121e-018	  0.0000000000000000e+000	  1.7056026431271824e-017	  0.0000000000000000e+000	 -1.2208550827845651e-017	  3.0521377069614128e-018	 -1.4633554288985218e-017	 -1.7061089068977751e-017	 -2.5920705054351954e-018	
 -2.4651903288156619e-032	 -3.9443045261050590e-031	 -2.3727456914850746e-031	  1.0600318413907346e-030	 -1.3620176566706532e-030	 -1.2510840918739484e-030	 -1.8599861030914169e-029	  6.4228685124545459e-028	  2.4711345679334396e-001	 -1.4048716625584176e-001	  9.5874829626396096e-001	  4.4872359246395861e-017	 -5.5701284452770919e-018	  0.0000000000000000e+000	  2.4505018898910980e-017	  0.0000000000000000e+000	 -1.9963378222176121e-017	  5.3518508186088476e-019	 -1.3322670299937646e-017	 -6.0149457435417684e-017	 -1.7991562221123786e-018	
