   3.5688482783076673e-02	  -3.4534614749422304e-01	   2.8297702919055107e-01	  -1.5522660479441899e-01	  -1.5472397313817454e-01	  -2.2478894735402905e-01	   3.1224113197864711e-01	  -2.9530861335923930e-01	   8.8521071286840804e-03	  -3.9438932385969633e-01	  -4.4061255912400676e-01	   3.4314605712167046e-01	  -1.2019314729428705e-01	   6.5198860028225891e-02	   1.3821272594054029e-01	  -1.0377426921979395e-01	   4.7159082030943707e-03	   4.2976355828550535e-03	
   1.5012194027644082e-01	   4.5603517575945607e-01	  -2.3857149590722326e-01	  -3.4196926496550889e-01	   3.5955714171445485e-01	  -2.5783146379829469e-01	   1.2032994588103349e-01	   2.8728985348247726e-01	  -2.0277845750068771e-01	  -2.7078675041887312e-01	  -1.6567655278148669e-01	   2.4197861252052355e-01	   2.2832942152723565e-02	   6.8986556946570105e-02	  -2.9445438472529389e-01	   1.0129019752789371e-01	  -1.2419509622431853e-02	  -4.2508366742717097e-03	
  -5.2355257511729758e-02	   1.8750166536042989e-01	  -2.9115830424121136e-01	   5.9028086878670893e-02	   1.9717807957612141e-01	   4.5553570043839170e-01	  -6.3526650900519815e-02	  -2.3967027723260419e-02	  -1.7760572863553392e-01	  -3.7542975009111357e-02	  -1.5726015782049640e-01	   2.8530391934220456e-01	  -5.3339406911823442e-02	  -3.4275114873818895e-02	   5.4570896902499155e-01	  -4.2372546480186957e-01	   1.0281939088234071e-02	  -4.7885907676133467e-02	
  -8.6883750549949956e-02	  -3.0308218882703331e-01	   1.9203695883919381e-01	  -3.8269669109711008e-01	   3.2082133832804383e-01	   5.8720521775389334e-01	   2.3710790751584260e-01	   1.1709695442239781e-01	   6.8502803896284173e-02	   2.5892075155288757e-01	  -1.7631334532058232e-01	   3.1090940064974260e-02	   1.3865405082591950e-01	   4.6678560499362823e-02	  -2.2367184180405922e-01	   1.5037261122293258e-01	  -3.6813790123213612e-03	   4.1776320218033770e-02	
  -1.0441458433206749e-02	  -5.7390931885115681e-01	   3.4845799299831948e-02	   1.1702307007983465e-01	   3.4547668913771767e-01	  -5.8775981108553865e-02	  -2.7899398827291655e-01	   3.2024340525416423e-01	  -3.0247520421916874e-01	  -3.3128493284731547e-01	   3.3528476790039341e-01	   1.2266215412475345e-01	  -1.2697772415669936e-01	  -8.0643143386098126e-02	   1.7573139521538106e-02	   2.2315488333452121e-02	   3.9886736256023094e-03	  -1.5999934733196428e-02	
   2.2575898133636654e-02	   3.4749848935589800e-02	  -1.2186979296172629e-02	  -5.6625169799161434e-02	   1.1393034016094147e-01	   1.0573431050330245e-01	   1.8523181666931787e-02	  -2.4094480849480293e-02	  -1.8120356798152173e-01	  -1.6485477688608272e-01	  -3.0656656248451625e-01	  -6.7136868579399278e-01	  -5.9847512138225323e-01	  -6.8910322950207048e-02	   1.9765784123894181e-02	   3.6832636437680324e-02	  -2.0887881934710854e-02	  -2.9646141349987201e-03	
   3.4350737878140108e-01	  -4.1268250179893529e-01	  -6.8472315573708076e-01	   1.3204475643958657e-01	   4.2352942915779734e-02	  -1.5435055650291316e-01	   2.8815243866633000e-01	   7.6260648672059006e-02	   2.0172121466085585e-01	   1.8692751649711459e-01	  -1.5465183339908650e-01	  -9.1981049805017215e-02	   4.5307436750818664e-02	   3.6389436551373944e-03	   1.2344620877088430e-02	  -2.6278025668692973e-02	  -1.0858755413827824e-03	   5.2609970720040294e-03	
   2.6106168498175760e-02	  -7.0443404098535362e-02	  -8.8241440798221049e-02	  -2.2750031740763768e-01	   4.0093278023726586e-01	  -2.3545566296420267e-01	  -4.0804140921871535e-01	  -6.2309342921574007e-01	  -1.4108952966062696e-02	   3.4512372903084382e-01	  -1.4077030098870374e-02	   1.2434217862446423e-01	  -1.4886459636360330e-01	  -3.1875627770065584e-02	  -3.2026706284148609e-02	   6.8633992028575397e-02	   6.5584966386570548e-04	   1.2215413499215740e-03	
  -7.9757069571791878e-02	   2.5970748825013899e-02	  -1.8947504963089953e-01	   4.3341461251798691e-01	  -1.0316969773227189e-01	   2.6240812785012646e-01	  -1.6398205856755421e-01	  -1.2636478479424001e-01	  -1.0049377507671971e-01	  -1.2131547426812028e-01	  -2.4516131877842018e-01	   2.4001528819258355e-01	  -9.4214970615321761e-02	   2.9371595220495650e-01	  -1.1280689492214424e-01	   6.1148594274771562e-01	   5.3551969364526220e-02	   1.4026218483231873e-01	
   6.9019369535512032e-01	  -1.1416449928226959e-02	   4.1174456428445583e-02	  -3.0823151109869690e-01	  -3.6791366194506847e-01	   2.5750883765752292e-01	  -3.8399629366544358e-01	   1.0057629420308312e-01	   1.0676614699751724e-01	  -4.7176652069525149e-02	   3.5950930889555532e-02	   1.3811380384815181e-01	  -1.7329040161156656e-01	  -4.6007415076845699e-02	  -2.6511880800824200e-02	   2.6566497947612566e-02	  -3.0408592214954192e-03	  -1.9049304353859209e-03	
